slug	source_id	source_type	url	title_zh	audited_date	precision	verification_status	evidence_locator	accessed_at	note
yuen-ching-ting-japan-posts	yct-s3	independent-media news-report	https://photonmedia.net/japstudent-nsl/	光傳媒 Photon Media：在日本留學港生涉煽動案報導	2023	year	VERIFIED_SOURCE_DATE	https://photonmedia.net/japstudent-nsl/ | publication marker on the retrieved source page	2026-07-27	First-publication capture for batch fourteen; date read from the retrieved source page and cross-checked against the citing text.
yuen-ching-ting-japan-posts	yct-s4	independent-media news-report	https://www.taipeitimes.com/News/front/archives/2023/11/06/2003808747	Taipei Times：香港學生因在日本發布帖文被判煽動罪	2023-11-06	day	VERIFIED_SOURCE_DATE	https://www.taipeitimes.com/News/front/archives/2023/11/06/2003808747 | publication marker on the retrieved source page	2026-07-27	First-publication capture for batch fourteen; date read from the retrieved source page and cross-checked against the citing text.
yuen-ching-ting-japan-posts	yct-s5	independent-media court-reporting	https://hkcourtnews.com/%E6%97%A5%E6%9C%AC%E7%95%99%E5%AD%B85%E5%B9%B4%E9%96%93%E7%99%BC%E5%B8%8313%E5%89%87%E6%B6%89%E6%B8%AF%E7%8D%A8%E5%B8%96%E6%96%87%E3%80%8023%E6%AD%B2%E5%A5%B3%E8%AA%8D%E7%85%BD%E5%8B%95%E7%BD%AA/	庭刊：日本留學5年間發布13則涉港獨帖文 23歲女認煽動罪判囚2個月	2023-11-03	day	VERIFIED_SOURCE_DATE	https://hkcourtnews.com/%E6%97%A5%E6%9C%AC%E7%95%99%E5%AD%B85%E5%B9%B4%E9%96%93%E7%99%BC%E5%B8%8313%E5%89%87%E6%B6%89%E6%B8%AF%E7%8D%A8%E5%B8%96%E6%96%87%E3%80%8023%E6%AD%B2%E5%A5%B3%E8%AA%8D%E7%85%BD%E5%8B%95%E7%BD%AA/ | publication marker on the retrieved source page	2026-07-27	First-publication capture for batch fourteen; date read from the retrieved source page and cross-checked against the citing text.
yuen-ching-ting-japan-posts	yct-s6	independent-media legal-comment-report	https://www.voacantonese.com/a/it-reactions-to-hk-student-in-japan-seditious-on-line-post-jailed-for-2-months-20231106-ry/7343279.html	美國之音粵語：留日香港女生網上發涉港獨帖文 認煽動罪判入獄兩月 大律師質疑選擇性執法	2023-11-06	day	VERIFIED_SOURCE_DATE	https://www.voacantonese.com/a/it-reactions-to-hk-student-in-japan-seditious-on-line-post-jailed-for-2-months-20231106-ry/7343279.html | publication marker on the retrieved source page	2026-07-27	First-publication capture for batch fourteen; date read from the retrieved source page and cross-checked against the citing text.
yang-zewei-ban-gfw	yzw-s1	independent-media investigative-report	https://www.rfa.org/english/news/china/china-subversion-08142023125713.html	自由亞洲電台（英文）：反審查倡議者喬鑫鑫在湖南羈押、被控顛覆	2023-08-14	day	VERIFIED_SOURCE_DATE	https://www.rfa.org/english/news/china/china-subversion-08142023125713.html | publication marker on the retrieved source page	2026-07-27	First-publication capture for batch fourteen; date read from the retrieved source page and cross-checked against the citing text.
yang-zewei-ban-gfw	yzw-s2	independent-media news-report	https://www.rfa.org/mandarin/yataibaodao/renquanfazhi/gf-06072023102529.html	自由亞洲電台（中文）：喬鑫鑫在老撾萬象失聯	2023-06-07	day	VERIFIED_SOURCE_DATE	https://www.rfa.org/mandarin/yataibaodao/renquanfazhi/gf-06072023102529.html | publication marker on the retrieved source page	2026-07-27	First-publication capture for batch fourteen; date read from the retrieved source page and cross-checked against the citing text.
yang-zewei-ban-gfw	yzw-s3	human-rights-organization advocacy-statement	https://www.manushyafoundation.org/post/justiceforqiao-chinese-digital-rights-activist-qiao-xinxin-abducted-by-chinese-police-in-laos	Manushya Foundation：#JusticeForQiao 聲明	2023	year	VERIFIED_SOURCE_DATE	https://www.manushyafoundation.org/post/justiceforqiao-chinese-digital-rights-activist-qiao-xinxin-abducted-by-chinese-police-in-laos | publication marker on the retrieved source page	2026-07-27	First-publication capture for batch fourteen; date read from the retrieved source page and cross-checked against the citing text.
yang-zewei-ban-gfw	yzw-s4	human-rights-organization case-record	https://wqw2010.blogspot.com/2024/10/5.html	維權網（民生觀察轉述）：楊澤偉被判五年	2024-10	month	VERIFIED_SOURCE_DATE	https://wqw2010.blogspot.com/2024/10/5.html | publication marker on the retrieved source page	2026-07-27	First-publication capture for batch fourteen; date read from the retrieved source page and cross-checked against the citing text.
yang-zewei-ban-gfw	yzw-s5	independent-media news-report	https://www.epochtimes.com/gb/24/10/12/n14349513.htm	大紀元：楊澤偉以煽動顛覆國家政權罪被判五年	2024-10-12	day	VERIFIED_SOURCE_DATE	https://www.epochtimes.com/gb/24/10/12/n14349513.htm | publication marker on the retrieved source page	2026-07-27	First-publication capture for batch fourteen; date read from the retrieved source page and cross-checked against the citing text.
zhang-yadi-tibet-advocacy	S1	human-rights-organization advocacy-statement	https://www.hrw.org/zh-hans/news/2025/09/23/china-free-student-advocate-for-tibetan-rights	人權觀察（中文稿）：中國：釋放為藏人權利發聲的留學生	2025-09-23	day	VERIFIED_SOURCE_DATE	https://www.hrw.org/zh-hans/news/2025/09/23/china-free-student-advocate-for-tibetan-rights | publication marker on the retrieved source page	2026-07-27	First-publication capture for batch fourteen; date read from the retrieved source page and cross-checked against the citing text.
zhang-yadi-tibet-advocacy	S2	human-rights-organization advocacy-statement	https://www.hrw.org/news/2025/09/23/china-free-student-advocate-for-tibetan-rights	人權觀察（英文稿）：China: Free Student Advocate for Tibetan Rights	2025-09-23	day	VERIFIED_SOURCE_DATE	https://www.hrw.org/news/2025/09/23/china-free-student-advocate-for-tibetan-rights | publication marker on the retrieved source page	2026-07-27	First-publication capture for batch fourteen; date read from the retrieved source page and cross-checked against the citing text.
zhang-yadi-tibet-advocacy	S3	human-rights-organization urgent-appeal	https://www.fidh.org/en/issues/human-rights-defenders/china-incommunicado-detention-and-possible-sentencing-of-ms-zhang	國際人權聯盟／世界禁止酷刑組織人權捍衛者觀察站緊急呼籲：張雅笛遭隔離羈押並可能被判刑	2026-02-12	day	VERIFIED_SOURCE_DATE	https://www.fidh.org/en/issues/human-rights-defenders/china-incommunicado-detention-and-possible-sentencing-of-ms-zhang | publication marker on the retrieved source page	2026-07-27	First-publication capture for batch fourteen; date read from the retrieved source page and cross-checked against the citing text.
zhang-yadi-tibet-advocacy	S4	human-rights-organization case-record	https://tibetwatch.org/chinese-international-student-who-promoted-tibetan-culture-faces-criminal-charges/	Tibet Watch：推廣藏人文化的中國留學生面臨刑事指控	2025-09-23	day	VERIFIED_SOURCE_DATE	https://tibetwatch.org/chinese-international-student-who-promoted-tibetan-culture-faces-criminal-charges/ | publication marker on the retrieved source page	2026-07-27	First-publication capture for batch fourteen; date read from the retrieved source page and cross-checked against the citing text.
zhang-yadi-tibet-advocacy	S5	independent-media news-agency-report	https://www.yahoo.com/news/articles/chinese-student-known-pro-tibet-155923134.html	美聯社：以挺藏倡議聞名的中國留學生遭拘押（Yahoo News轉載全文）	2025-09-26	day	VERIFIED_SOURCE_DATE	https://www.yahoo.com/news/articles/chinese-student-known-pro-tibet-155923134.html | publication marker on the retrieved source page	2026-07-27	First-publication capture for batch fourteen; date read from the retrieved source page and cross-checked against the citing text.
zhang-yadi-tibet-advocacy	S6	independent-media case-record	https://diyin.org/article/2025/10/tara-zhang-yadi/	底噪：張雅笛（Tara）案記錄	2025-10	month	VERIFIED_SOURCE_DATE	https://diyin.org/article/2025/10/tara-zhang-yadi/ | publication marker on the retrieved source page	2026-07-27	First-publication capture for batch fourteen; date read from the retrieved source page and cross-checked against the citing text.
zhang-yadi-tibet-advocacy	S7	human-rights-organization annual-rights-report	https://www.hrw.org/world-report/2026/country-chapters/china	人權觀察《2026年世界報告》中國章節	2026	year	VERIFIED_SOURCE_DATE	https://www.hrw.org/world-report/2026/country-chapters/china | publication marker on the retrieved source page	2026-07-27	First-publication capture for batch fourteen; date read from the retrieved source page and cross-checked against the citing text.
hu-yang-leiden-student	S1	human-rights-organization case-record	https://wqw2010.blogspot.com/2025/11/blog-post_12.html	維權網：荷蘭留學生胡洋案情及簡歷通報	2025-11-12	day	VERIFIED_SOURCE_DATE	https://wqw2010.blogspot.com/2025/11/blog-post_12.html | publication marker on the retrieved source page	2026-07-27	First-publication capture for batch fourteen; date read from the retrieved source page and cross-checked against the citing text.
hu-yang-leiden-student	S2	human-rights-organization trial-report	https://wqw2010.blogspot.com/2026/07/blog-post_327.html	維權網：胡洋案一審開庭未當庭宣判	2026-07	month	VERIFIED_SOURCE_DATE	https://wqw2010.blogspot.com/2026/07/blog-post_327.html | publication marker on the retrieved source page	2026-07-27	First-publication capture for batch fourteen; date read from the retrieved source page and cross-checked against the citing text.
